MSME_ID,Sector,Years_of_Operation,Ownership_Type,Category,Location_Type,Annual_Revenue,Revenue_Growth_Rate,Profit_Margin,Debt_Outstanding,Loan_to_Revenue_Ratio,Number_of_Employees,Capacity_Utilization,Export_Percentage,Technology_Level,GST_Compliance_Score,Inspection_Score,Documentation_Readiness_Score,Growth_Category
MSME_153,Manufacturing,5,Pvt Ltd,Small,Urban,350,3.4861836364139815,15.502968196193125,134,0.21317000536587333,25,49.583387090495876,3.2337163967375693,4,64,54,52,Moderate
MSME_154,Retail,4,Sole Proprietorship,Micro,Rural,138,2.980563813601753,27.63399685694676,108,0.43383007452757905,65,88.1473093817009,83.42247116979973,3,83,73,73,Moderate
MSME_155,Agri-Tech,2,Pvt Ltd,Small,Semi-Urban,785,10.542397055953238,23.491782518169092,162,0.6028318227604028,67,64.29605704007389,19.232832741329556,1,94,85,81,Moderate
MSME_156,Services,10,Partnership,Micro,Urban,678,8.11457614304921,9.781510447864667,47,0.2731382210733584,126,94.13289745789388,37.80036666732644,5,74,84,60,Moderate
MSME_157,Renewable Energy,19,Sole Proprietorship,Medium,Semi-Urban,361,16.860072839637684,20.344435470392476,72,0.5484306284842212,56,61.763937996558596,0.8718194466870965,4,94,43,61,Moderate
MSME_158,Services,1,Sole Proprietorship,Small,Rural,367,13.48467820450822,15.887636359953984,71,0.5666203353326336,92,79.33525501291327,77.21595818235515,5,53,53,96,High
MSME_159,Manufacturing,5,Partnership,Small,Urban,526,8.118443394123757,19.43124326921533,115,0.21388982066599616,59,55.5055473597601,65.80416100094254,1,88,53,43,Moderate
MSME_160,Technology,13,Partnership,Micro,Urban,504,5.43246889285405,23.45172808346293,172,0.4955597187169294,50,60.00953026275134,85.20804316563328,3,58,55,57,Moderate
MSME_161,Renewable Energy,4,Partnership,Small,Urban,95,4.925594541811341,25.15489702509477,80,0.6401388376850254,36,50.489929317499204,70.34539312767592,5,77,46,44,High
MSME_162,Manufacturing,16,Pvt Ltd,Small,Rural,184,21.887189019229606,26.093433160168107,80,0.44922696517515937,59,59.08843026746672,28.23358608468587,2,75,71,58,High
MSME_163,Textiles,16,Pvt Ltd,Medium,Semi-Urban,202,7.599993273311947,11.349371864300618,112,0.1084721817432752,100,70.09806362313537,22.308602285558127,4,46,58,41,Moderate
MSME_164,Technology,2,Sole Proprietorship,Small,Urban,320,16.989344901952272,5.777889997933942,95,0.10632692835550453,137,94.54750845385871,62.79446767979636,5,69,41,51,High
MSME_165,Services,17,Partnership,Medium,Rural,128,20.645776343684123,23.48236837911933,71,0.3499205407790086,40,76.53109421894821,32.77014975094495,4,58,49,56,High
MSME_166,Manufacturing,12,Sole Proprietorship,Micro,Semi-Urban,227,16.12387015724893,7.658593156394365,146,0.7483358479022474,114,50.95852749245727,50.95935141773549,2,88,89,49,Moderate
MSME_167,Textiles,18,Sole Proprietorship,Small,Rural,436,21.770000327879753,12.872989715324191,62,0.2600737457225262,110,42.472879287535314,0.5631723923823206,3,64,56,73,Moderate
MSME_168,Renewable Energy,3,Sole Proprietorship,Medium,Semi-Urban,423,11.025055595154914,5.095428353108678,37,0.5440545822101811,62,46.949606472298086,5.569713151242772,3,55,76,45,Low
MSME_169,Renewable Energy,1,Sole Proprietorship,Micro,Rural,123,23.99311038492581,22.0417370600405,66,0.2554531094853244,43,70.9405360700176,48.18311470634861,2,86,51,47,High
MSME_170,Pharmaceuticals,1,Partnership,Small,Semi-Urban,154,5.06233509609623,9.17830028678053,186,0.3251689927616841,84,82.08381808492214,50.94644818033486,4,93,45,90,Moderate
MSME_171,Textiles,19,Sole Proprietorship,Micro,Urban,547,4.349439182123376,21.382060242291455,68,0.6936294627210389,101,91.72305640154107,67.63076500134093,5,79,61,50,High
MSME_172,Agri-Tech,11,Partnership,Small,Semi-Urban,657,17.1499193627712,29.793565429195972,12,0.6102030095889628,117,40.87027445982515,11.876878766156556,2,90,71,96,Moderate
MSME_173,Retail,5,Partnership,Micro,Rural,312,23.68511625250502,6.816771790250407,174,0.16677949411924745,65,68.75180778590284,46.18647753811009,1,47,80,51,Moderate
MSME_174,Technology,12,Pvt Ltd,Micro,Rural,753,20.604319617635547,6.926950298786517,188,0.4000914146905036,141,65.89770459227472,17.500287998851974,4,57,59,48,Moderate
MSME_175,Textiles,3,Partnership,Medium,Semi-Urban,597,3.757587767075183,13.509502316666872,30,0.12041883455168513,10,76.08302620866371,8.387650760642522,3,67,40,41,Low
MSME_176,Pharmaceuticals,1,Pvt Ltd,Micro,Urban,354,8.425457420498477,26.65966285628355,113,0.43662310262210635,113,70.77683699559381,36.94462146544991,2,55,93,47,Moderate
MSME_177,Retail,1,Partnership,Small,Urban,10,23.397334351269944,10.388246719783297,21,0.5637038081907477,39,77.78715328203643,14.700298328015151,3,91,86,97,Moderate
MSME_178,Retail,8,Partnership,Small,Semi-Urban,156,7.820343954418044,14.009445498258689,92,0.1829518365187061,43,76.19454216120548,19.960378037308672,4,58,92,50,Moderate
MSME_179,Manufacturing,10,Partnership,Medium,Semi-Urban,296,19.966919747099144,6.71263516567449,170,0.30221945723641597,122,46.435644867187044,28.579912188255157,3,81,97,99,Moderate
MSME_180,Retail,11,Pvt Ltd,Small,Rural,663,20.978040506360188,24.078882281472236,66,0.3784856378515099,9,83.98448524902958,23.34495606688766,2,56,45,92,Moderate
MSME_181,Agri-Tech,12,Pvt Ltd,Small,Urban,62,13.39539837960258,15.207658568986277,53,0.7436717172592349,91,46.77779166439787,7.883216766535176,4,84,58,75,Moderate
MSME_182,Renewable Energy,13,Sole Proprietorship,Small,Semi-Urban,313,10.886024926511256,23.98121832652107,137,0.7952785107960748,80,78.41918438650254,8.092462037373206,1,52,57,49,Moderate
MSME_183,Pharmaceuticals,12,Pvt Ltd,Micro,Urban,78,12.352861945654471,27.590196108669875,41,0.1314379092969311,61,62.88799522023337,17.392447371075136,2,46,45,60,Moderate
MSME_184,Retail,14,Pvt Ltd,Micro,Semi-Urban,370,7.220187970403376,10.819078677532218,63,0.6327055464467745,131,68.26179040171289,4.550326916358506,5,66,84,59,Moderate
MSME_185,Manufacturing,2,Pvt Ltd,Small,Semi-Urban,611,22.455991070963417,25.184900758498785,125,0.36020684648164025,33,89.68139079066408,56.38113177092344,2,49,72,87,High
MSME_186,Agri-Tech,19,Pvt Ltd,Medium,Urban,229,12.364252104784432,6.477347251956331,20,0.374720730360636,91,88.94360495604175,25.859404485801175,4,73,62,47,Moderate
MSME_187,Services,18,Sole Proprietorship,Micro,Semi-Urban,713,22.296567130490295,27.471184704506182,193,0.6279854813429159,145,84.98209681102662,25.17713709921639,2,75,62,75,High
MSME_188,Renewable Energy,3,Pvt Ltd,Medium,Semi-Urban,584,4.430950037844304,21.269213688968684,168,0.7428985025017861,50,68.05816092509778,29.879846481398864,1,64,65,68,Low
MSME_189,Renewable Energy,17,Partnership,Small,Rural,594,24.73033123300302,26.85566810345879,151,0.765650016151784,120,80.49318955736082,59.65166467887495,1,45,52,81,High
MSME_190,Pharmaceuticals,8,Partnership,Small,Semi-Urban,170,12.19528101120322,5.004709988914548,34,0.5039858102268245,116,68.20933805353451,78.35704933351414,5,63,46,51,High
MSME_191,Renewable Energy,10,Pvt Ltd,Micro,Semi-Urban,690,3.100108869064426,9.227026758899813,183,0.349984811510352,49,87.82833453611275,68.31782393000746,3,57,54,53,Moderate
MSME_192,Retail,2,Pvt Ltd,Small,Semi-Urban,98,2.874502509461463,14.743984685662301,29,0.6512843601011455,149,62.152670827809494,65.47763072025855,4,62,83,87,Moderate
MSME_193,Manufacturing,19,Partnership,Micro,Rural,697,19.162766922082287,14.487572584367964,56,0.27570096828361024,108,93.36294394281822,43.59520670407643,4,45,66,93,High
MSME_194,Renewable Energy,9,Partnership,Small,Urban,790,17.157817286684658,10.668259573087767,46,0.4948518201834625,89,91.27775170258826,62.442500127067056,3,68,65,89,Moderate
MSME_195,Renewable Energy,7,Sole Proprietorship,Small,Rural,594,20.44900283693451,14.540298496680002,162,0.35100492306741127,138,80.7881440698482,49.74861312302248,1,64,72,60,Moderate
MSME_196,Services,4,Partnership,Micro,Rural,766,4.423453280914537,8.221217800006372,18,0.5596417515955133,112,55.367873629683956,19.4625475367876,1,94,54,61,Low
MSME_197,Services,18,Partnership,Micro,Urban,598,2.8181299418176122,15.319028231650652,113,0.26827923902545486,22,47.24094738362921,18.772953096694565,2,56,75,60,Low
MSME_198,Technology,13,Pvt Ltd,Micro,Rural,168,13.697323657294305,25.058858228981606,7,0.23411506201437807,98,87.00868975512586,26.67528061877551,5,85,84,83,High
MSME_199,Agri-Tech,11,Partnership,Small,Urban,498,10.914690324103699,16.97675157758378,25,0.742767360672806,37,49.09162573758787,81.9722403872832,5,63,94,89,High
MSME_200,Retail,4,Sole Proprietorship,Small,Rural,333,12.624779543431982,5.450002223630374,112,0.17126257806467585,130,86.98434339485345,49.26733563417533,5,50,66,69,Moderate
MSME_201,Renewable Energy,4,Partnership,Medium,Urban,619,24.806533404016303,15.536101039481185,70,0.4541705354144522,126,66.99207536917983,66.05148393016825,2,65,96,78,High
MSME_202,Textiles,10,Pvt Ltd,Micro,Semi-Urban,390,24.327249026425413,5.679375402271104,29,0.25459694807410627,142,62.36062310944573,31.190288383489285,5,90,44,59,High
MSME_203,Renewable Energy,5,Pvt Ltd,Small,Rural,111,23.673253962483436,29.156085267669955,134,0.12725097432796723,119,89.6754928358936,36.694419359870274,3,73,41,63,High
MSME_204,Manufacturing,9,Partnership,Small,Rural,503,20.0283815656565,8.186348985571724,66,0.1252131728039985,32,73.21180403971528,11.300902077352625,2,67,94,62,Moderate
MSME_205,Technology,3,Pvt Ltd,Micro,Rural,653,10.161351285908479,22.69220815826547,64,0.22265524047407914,15,71.71377039213448,15.416546203950332,3,42,97,46,Moderate
MSME_206,Agri-Tech,17,Sole Proprietorship,Medium,Rural,623,11.479011396043747,29.319408072302146,35,0.7067392481542002,51,70.73212695434188,74.4620899343531,2,50,72,48,High
MSME_207,Textiles,3,Sole Proprietorship,Micro,Semi-Urban,28,14.641169005535263,25.650976291664296,24,0.29773512078391867,131,60.414323381074226,52.635476851999385,5,77,55,40,High
MSME_208,Technology,16,Partnership,Medium,Rural,463,21.102292497311318,22.48288437815509,36,0.765321419402707,122,83.210370694102,30.377921929543703,3,53,62,65,High
MSME_209,Pharmaceuticals,4,Partnership,Small,Semi-Urban,491,3.5803951479201586,25.986522737519174,0,0.5071356050924355,147,53.903914420867515,72.25660880959914,3,90,77,77,Moderate
MSME_210,Agri-Tech,18,Partnership,Medium,Semi-Urban,603,11.758828375352426,29.54496733151569,142,0.4056299328381363,130,91.63922280227013,22.18679150741847,3,65,94,77,Moderate
MSME_211,Renewable Energy,17,Pvt Ltd,Small,Semi-Urban,406,3.9002062595631797,20.53361243133824,36,0.5060621842686183,76,89.16918627758284,87.84294287401835,2,87,55,93,Moderate
MSME_212,Renewable Energy,7,Sole Proprietorship,Micro,Semi-Urban,288,13.837124491190766,18.979620170733163,140,0.4616888696583875,111,58.561417912119396,31.033584697155277,4,60,53,83,Moderate
MSME_213,Agri-Tech,5,Sole Proprietorship,Micro,Urban,374,22.674718952143415,20.705952761582033,135,0.6311433776301276,141,80.12050734074151,30.35798587361048,5,93,68,61,High
MSME_214,Renewable Energy,12,Pvt Ltd,Micro,Urban,340,19.99715326497057,18.316897169038874,132,0.29774724618099657,37,71.52727569472754,28.07207149830347,3,95,65,83,High
MSME_215,Retail,17,Sole Proprietorship,Medium,Rural,650,7.240375603491529,20.87722764774297,187,0.3471352741202117,23,58.570711609957904,10.990036433185914,4,78,74,49,Moderate
MSME_216,Agri-Tech,13,Partnership,Small,Urban,353,24.447789540772227,16.24605519931398,127,0.7258660117732756,78,94.36869063974957,10.002343259881117,5,69,54,94,High
MSME_217,Technology,3,Partnership,Micro,Urban,464,17.349059155067852,10.461079572082678,126,0.7625195592052839,102,41.38805402165453,58.32945310807111,5,98,42,97,High
MSME_218,Agri-Tech,9,Partnership,Micro,Rural,610,2.2398370861402706,8.006180662791891,0,0.7247907592405322,145,53.89553168417076,78.76062401022423,3,47,62,45,Moderate
MSME_219,Textiles,17,Sole Proprietorship,Small,Rural,734,7.8745101477600485,6.70852338830651,163,0.39361359577011956,133,68.60407336111328,71.14684592445062,3,90,68,56,Moderate
MSME_220,Renewable Energy,17,Partnership,Micro,Rural,664,7.996405898158081,11.582894593830002,34,0.6462558521048172,97,68.70741519132102,12.699683461921598,2,59,73,90,Low
MSME_221,Retail,16,Pvt Ltd,Small,Urban,74,3.5928490445747787,6.153089108393345,193,0.43343501331076917,52,72.39131912200602,49.10239096128598,4,87,72,89,Moderate
MSME_222,Retail,13,Pvt Ltd,Small,Urban,85,24.07600991574637,19.17926949798464,190,0.44827789650227157,68,81.34218946126056,9.5032391378976,4,71,80,77,High
MSME_223,Pharmaceuticals,19,Sole Proprietorship,Small,Rural,720,12.999871775246246,12.095711175588008,103,0.2432760763400988,65,74.2912806785613,4.0765179251769705,3,61,80,63,Moderate
MSME_224,Technology,17,Pvt Ltd,Small,Semi-Urban,152,22.603735739553287,25.613370202175805,22,0.5137912122809616,43,73.01548032904203,59.07472734462905,5,98,62,90,High
MSME_225,Services,4,Pvt Ltd,Small,Rural,614,9.410956579226452,6.856021824709661,8,0.23029512842734357,132,42.94329546021738,48.16371003123153,3,46,46,49,Moderate
MSME_226,Services,12,Sole Proprietorship,Medium,Semi-Urban,482,4.880372119955024,10.658787358537149,33,0.3320952893470357,92,60.70916582841141,7.382131669032377,5,48,42,95,Moderate
MSME_227,Agri-Tech,9,Partnership,Micro,Semi-Urban,426,12.90973052784292,23.256153677253646,173,0.6985211411339547,30,52.76306568356358,3.14453217653896,5,84,97,47,High
MSME_228,Pharmaceuticals,19,Partnership,Medium,Rural,314,4.621002598429294,19.970207409587285,127,0.24495306644759868,21,54.59535613810865,89.07807720684012,3,40,71,60,Moderate
MSME_229,Manufacturing,12,Partnership,Micro,Rural,745,13.178356568483418,6.612281781229188,3,0.14981079962140298,75,70.48856108871897,2.701919893416469,1,68,70,95,Low
MSME_230,Agri-Tech,9,Sole Proprietorship,Medium,Rural,506,23.16683516804638,26.93098642905501,157,0.1483053148289714,17,50.972792321128466,40.00754277451437,4,47,57,45,High
MSME_231,Pharmaceuticals,7,Pvt Ltd,Small,Urban,300,13.977667262186893,26.93154407065449,101,0.7585491643521756,73,56.16720055592936,45.415712214692604,5,95,82,60,High
MSME_232,Technology,14,Partnership,Micro,Semi-Urban,111,16.17949371858692,13.260200096894346,74,0.45484430657328423,30,53.03965896845371,10.555213302040054,5,93,46,96,Moderate
MSME_233,Technology,19,Partnership,Micro,Urban,276,5.602684050397591,13.510146083739118,98,0.3865884502719129,53,92.16766187700071,15.215560059574463,1,43,80,78,Low
MSME_234,Technology,15,Sole Proprietorship,Medium,Urban,631,3.005919395239298,29.725708958754346,71,0.667615006705543,11,91.95661526941024,31.662450576931725,2,74,40,63,Moderate
MSME_235,Technology,16,Partnership,Medium,Rural,786,4.548583130135562,20.654404289828456,2,0.6850781495373612,62,73.54678572278284,68.55082885922964,1,98,53,72,Moderate
MSME_236,Technology,5,Sole Proprietorship,Micro,Urban,12,15.76622624074041,18.282913014201476,141,0.3325337231809232,53,90.84873578025449,45.637418165424,1,42,91,98,Moderate
MSME_237,Pharmaceuticals,3,Pvt Ltd,Medium,Rural,94,4.185269076823007,25.95380458879811,187,0.5855326402316567,107,83.21969550076052,57.41116870976654,5,93,71,57,High
MSME_238,Pharmaceuticals,12,Sole Proprietorship,Medium,Semi-Urban,337,10.647836468650162,12.13225845893291,172,0.6397859710963206,57,72.44713355409948,88.66570995816073,4,84,45,95,High
MSME_239,Retail,4,Sole Proprietorship,Medium,Rural,459,14.652114630537588,15.729564834908922,33,0.5582554808061682,66,40.353936632323766,69.12048917818886,1,79,78,67,Moderate
MSME_240,Textiles,16,Sole Proprietorship,Small,Urban,463,10.939014368486482,11.694416887208355,44,0.2061165523600696,21,82.48839573436723,39.092534832709596,2,46,49,96,Moderate
MSME_241,Services,7,Sole Proprietorship,Small,Urban,638,5.764727433701934,24.729021164718286,60,0.7131181584619399,29,78.63685878736578,40.17977296168939,3,66,46,91,Moderate
MSME_242,Renewable Energy,13,Pvt Ltd,Medium,Rural,230,8.297200072824449,19.33373364088045,82,0.47736618691520616,135,73.83895093053277,55.68948693369045,1,40,65,71,Moderate
MSME_243,Technology,10,Pvt Ltd,Medium,Rural,163,23.35130325551727,21.47062675350176,122,0.2977306984590026,33,81.82333714253593,59.88286875770139,1,66,73,51,High
MSME_244,Manufacturing,7,Partnership,Small,Urban,674,17.547592338486176,11.307681245985163,101,0.39765972980638575,121,68.21071906261211,45.06398332530042,2,55,69,87,Moderate
MSME_245,Renewable Energy,14,Pvt Ltd,Small,Semi-Urban,21,13.40910028963739,10.505632534432877,15,0.12629976327923517,30,78.72457992267366,58.03751005334819,4,77,75,81,Moderate
MSME_246,Pharmaceuticals,5,Pvt Ltd,Micro,Semi-Urban,142,2.292442469698551,17.209365724573466,65,0.1895067608556923,128,91.43446476995713,2.1179244972688895,1,46,60,66,Low
MSME_247,Manufacturing,3,Partnership,Micro,Rural,313,24.825554211257813,23.43914372732067,167,0.6358827253611026,148,60.669275871534744,38.66605775071597,1,83,99,49,High
MSME_248,Manufacturing,11,Pvt Ltd,Small,Semi-Urban,302,17.443463502576794,18.130993938004003,144,0.10000814432875631,29,78.94670091953441,25.10442684661291,4,62,56,85,High
MSME_249,Manufacturing,11,Sole Proprietorship,Medium,Urban,309,9.289216978933734,5.8161419386417155,118,0.3915960799376046,58,66.16282999060273,11.625700071879935,2,80,72,96,Low
MSME_250,Retail,18,Sole Proprietorship,Medium,Rural,749,22.22317917995028,26.71378765800722,161,0.465757126759912,77,77.09198084976899,8.959186152789762,1,98,49,91,Moderate
MSME_251,Pharmaceuticals,15,Partnership,Medium,Urban,792,7.943927266711817,6.617172337878289,123,0.1382440940006806,124,81.95913345549002,54.287294905320074,4,50,90,81,Moderate
MSME_252,Manufacturing,12,Partnership,Medium,Urban,52,14.512381321203286,28.895612093018805,143,0.7811547140806331,60,42.49988752396878,47.12404924373506,1,81,86,71,Moderate
MSME_253,Technology,9,Partnership,Micro,Semi-Urban,352,16.629627565785977,5.628548956931818,101,0.2582877318747704,69,75.56302441717641,22.822570529673225,3,92,81,81,Moderate
MSME_254,Agri-Tech,10,Sole Proprietorship,Small,Rural,335,7.084457543435755,22.36126140326772,187,0.31293910374539663,97,52.47076514238195,42.38550528952631,5,72,90,65,High
MSME_255,Manufacturing,12,Pvt Ltd,Medium,Rural,507,24.503137412413707,7.055176592794542,65,0.3127597585785191,90,76.85178957941616,44.30090836641675,3,89,51,64,Moderate
MSME_256,Retail,17,Sole Proprietorship,Micro,Semi-Urban,373,19.208413837516943,27.76691448587849,193,0.26129166348214494,84,65.75816022635973,17.550808239475423,1,75,95,50,Moderate
MSME_257,Renewable Energy,6,Partnership,Medium,Urban,436,14.829704186754608,16.61083090563857,12,0.101031675460418,112,82.54540080256879,58.68837556934856,2,76,55,62,Moderate
MSME_258,Pharmaceuticals,7,Pvt Ltd,Small,Urban,30,6.153675758031921,8.438094370425384,183,0.6105413558615975,122,46.7870448363078,70.28274207474814,5,80,80,73,Moderate
MSME_259,Textiles,14,Pvt Ltd,Micro,Urban,416,3.238738760954601,13.520392494746165,110,0.7767918498594998,87,74.44772934109074,71.2317186800567,3,98,71,96,Moderate
MSME_260,Retail,13,Sole Proprietorship,Small,Urban,628,9.36137614798262,9.12061688366905,158,0.2570054382995316,19,55.315890091015376,54.22228476331095,4,56,54,91,Moderate
MSME_261,Manufacturing,8,Partnership,Small,Rural,345,19.323308726008264,9.26454778892725,33,0.5641330342623957,135,86.91400974318253,46.047472426711266,2,74,66,79,Moderate
MSME_262,Pharmaceuticals,10,Sole Proprietorship,Micro,Rural,126,8.194619860946577,28.702708004286055,38,0.6193274288711006,143,91.06109280999691,5.490642870485541,3,87,67,62,Moderate
MSME_263,Agri-Tech,9,Pvt Ltd,Micro,Semi-Urban,133,14.409793071396617,16.131152807119705,194,0.6938977653633673,34,94.80190615234804,25.904816896644526,4,44,56,68,Moderate
MSME_264,Manufacturing,18,Sole Proprietorship,Micro,Semi-Urban,408,18.742785064807094,24.720056597633988,135,0.3958404379095264,61,83.78040713350057,8.39443021003529,1,87,85,70,Moderate
MSME_265,Retail,2,Sole Proprietorship,Micro,Rural,724,4.48270543686868,20.990139029442048,119,0.3120516339483005,132,81.45537387354025,86.74408447906262,4,71,98,46,High
MSME_266,Services,5,Partnership,Micro,Rural,60,17.761854370665088,21.910659058459807,125,0.32770659381612177,52,51.852541737715306,12.157213160318463,3,42,89,79,Moderate
MSME_267,Technology,5,Partnership,Micro,Urban,792,4.113030417331029,8.292335961800962,54,0.5988349331689591,140,58.48038824445598,13.659786886599184,3,91,97,72,Low
MSME_268,Textiles,6,Pvt Ltd,Micro,Urban,333,24.19798406892092,10.854611170387141,26,0.6717456265539452,26,65.61253979692538,80.0618956497443,1,86,41,60,Moderate
MSME_269,Renewable Energy,19,Sole Proprietorship,Medium,Semi-Urban,798,13.233064991493611,24.66875837886092,117,0.22712977742962187,10,82.53595762802374,84.9535455128812,4,74,75,41,High
MSME_270,Retail,8,Sole Proprietorship,Small,Rural,150,5.46555047732718,29.269155161869573,52,0.3596587057104357,108,90.32312257928828,68.92461353114189,4,91,89,57,High
MSME_271,Pharmaceuticals,16,Sole Proprietorship,Micro,Semi-Urban,479,9.87482362877157,11.566891064966292,38,0.731358137724405,40,50.402650501264155,0.4864431305402883,1,53,46,86,Low
MSME_272,Textiles,13,Pvt Ltd,Medium,Rural,796,11.508578333791013,11.789219118775996,64,0.6646854637863175,83,90.73021165685566,0.12116438609073299,4,87,52,72,Moderate
MSME_273,Textiles,1,Pvt Ltd,Medium,Urban,343,19.43825525476036,16.82242832027262,144,0.7894008819337331,120,78.25935587947319,34.02906928087057,1,70,54,76,Moderate
MSME_274,Textiles,17,Partnership,Medium,Semi-Urban,382,19.098747079762013,29.596007821385946,157,0.6279737817774566,61,73.59239018767713,12.905583300980329,2,70,64,73,High
MSME_275,Manufacturing,7,Partnership,Small,Semi-Urban,573,16.074631622758613,11.723973645661776,180,0.37523664071954566,53,50.991269920506674,1.6547527936437556,3,56,62,59,Moderate
MSME_276,Technology,13,Partnership,Micro,Rural,503,4.436406388845338,15.174297740856597,12,0.5134464837962465,86,43.05387680450328,41.76600204640542,2,99,99,74,Moderate
MSME_277,Manufacturing,4,Sole Proprietorship,Medium,Urban,548,5.486095546516492,27.287000390587668,20,0.5627099779731243,70,71.26556941793669,84.87557076662743,5,63,61,90,High
MSME_278,Pharmaceuticals,4,Sole Proprietorship,Small,Semi-Urban,678,4.156409174847802,5.07302581553405,146,0.15491907142198677,81,75.83336258308908,29.143761741218828,5,91,65,89,Moderate
MSME_279,Manufacturing,6,Partnership,Small,Urban,760,15.274974015613651,5.994149124714239,52,0.48114787137270565,49,51.592979714507855,59.50266105858269,5,62,72,93,High
MSME_280,Services,19,Sole Proprietorship,Small,Semi-Urban,165,22.17418415476229,20.10179192678048,18,0.5965245799308267,83,70.6050913204001,58.701181781919665,1,57,50,57,Moderate
MSME_281,Technology,12,Partnership,Medium,Urban,300,11.97741178185975,27.684504117821174,56,0.21712491280074228,24,87.10713715194154,22.5972093298651,4,89,49,85,High
MSME_282,Technology,7,Pvt Ltd,Micro,Rural,657,5.699508001028162,10.971416510048192,24,0.6464422021978901,127,85.9286270000261,58.53827239414779,2,93,64,63,Moderate
MSME_283,Pharmaceuticals,10,Partnership,Medium,Semi-Urban,153,14.83497347842624,16.741044367017725,30,0.5086409463598782,71,91.00453493224634,19.110057685820216,2,53,76,47,Moderate
MSME_284,Renewable Energy,19,Pvt Ltd,Medium,Semi-Urban,115,20.670300987911325,16.261632541445458,80,0.7665552499883163,87,60.123719525628424,10.980667221920013,2,89,87,69,Moderate
MSME_285,Services,7,Sole Proprietorship,Micro,Urban,429,19.05937741479739,16.824283652387756,182,0.1296956087448242,7,57.49272649030053,63.12449570037211,2,54,82,83,Moderate
MSME_286,Retail,3,Partnership,Micro,Urban,679,22.273367932525492,20.56299239324363,22,0.2857282962888269,68,81.21843032894448,10.209673539352506,5,54,92,92,High
MSME_287,Manufacturing,13,Sole Proprietorship,Micro,Semi-Urban,667,8.39174823672396,16.743594074767095,31,0.5210877155098769,44,63.71118228033528,89.72182967304198,2,45,77,49,Moderate
MSME_288,Agri-Tech,13,Pvt Ltd,Small,Rural,11,6.460938947158822,16.186703533061447,189,0.3075919385441515,63,44.81517652152793,16.51071610352064,4,66,80,62,Moderate
MSME_289,Manufacturing,18,Pvt Ltd,Micro,Urban,598,22.23577917666459,16.857210510781513,73,0.6000969148498696,66,55.55406218687749,53.47276764808118,5,54,84,91,High
MSME_290,Textiles,8,Pvt Ltd,Medium,Urban,653,17.123887193894532,19.77168603177604,9,0.6313036977653518,136,63.0220257042319,37.023711427133044,2,89,63,88,Moderate
MSME_291,Manufacturing,9,Sole Proprietorship,Micro,Urban,99,9.151365390173746,18.42518720878396,199,0.17176117484653214,64,56.08840340119386,11.37477801651004,1,75,79,50,Low
MSME_292,Retail,7,Sole Proprietorship,Medium,Semi-Urban,354,19.074005163167712,26.35339994126261,53,0.4596981249447375,120,58.27130640210269,2.505951681967206,3,94,85,41,High
MSME_293,Manufacturing,1,Sole Proprietorship,Small,Semi-Urban,359,20.74772284304846,6.237421337341665,51,0.45622338891373915,79,56.15767483959149,56.045905406355,3,47,95,97,Moderate
MSME_294,Services,3,Sole Proprietorship,Medium,Semi-Urban,468,16.144499527846044,25.83292678682531,147,0.35849653915087876,126,42.28245419506937,72.60818074102134,3,54,72,65,High
MSME_295,Services,13,Pvt Ltd,Medium,Semi-Urban,272,17.821334527238047,26.0981153152931,159,0.7530474037987706,111,75.04020854534434,75.78140953560695,5,42,56,75,High
MSME_296,Technology,17,Pvt Ltd,Micro,Rural,360,10.630977802181325,12.122700538274021,113,0.6792544239112549,100,72.8510831194408,43.4442125769241,2,86,63,72,Moderate
MSME_297,Pharmaceuticals,1,Partnership,Micro,Rural,117,14.390000348889899,16.571298875396266,13,0.5880465673367458,95,75.93609241632743,69.97099204641471,5,52,76,86,High
MSME_298,Renewable Energy,6,Partnership,Medium,Semi-Urban,595,14.055660926701732,15.963462213435887,177,0.6000286450144983,134,50.57704428184951,60.556242013969026,4,80,96,52,High
MSME_299,Agri-Tech,6,Sole Proprietorship,Micro,Rural,48,21.50509919600775,10.462745858853257,155,0.4232013006691834,66,56.26099978868669,65.18290747492199,1,73,41,79,Moderate
MSME_300,Textiles,12,Pvt Ltd,Small,Urban,168,21.3191715464902,14.919921177157912,109,0.7446961647676031,53,74.07887598197073,44.33391046996327,1,63,71,64,Moderate
MSME_301,Manufacturing,13,Pvt Ltd,Small,Urban,592,21.151650794981993,6.109694304271361,52,0.5862167990772998,141,72.97951626529567,57.00705662179144,3,79,96,43,Moderate
MSME_302,Manufacturing,13,Pvt Ltd,Micro,Urban,321,2.2537271280367133,11.945551819543361,151,0.6102867431590715,96,67.84816701448473,72.49733222184513,3,71,99,81,Moderate
MSME_303,Retail,15,Partnership,Small,Semi-Urban,250,19.23954614278443,25.417054386267953,78,0.7031836326511417,128,59.27272875056086,35.80957580013207,3,71,63,58,High
MSME_304,Pharmaceuticals,16,Partnership,Micro,Urban,454,19.44955697255311,12.114057544072438,21,0.29185011253953375,65,90.21120526260795,72.53810107808253,2,69,48,57,Moderate
MSME_305,Services,11,Pvt Ltd,Medium,Rural,307,17.602712925668264,25.455166718706188,29,0.6649496327066922,52,58.68736332643641,53.281515851015655,4,91,43,76,High
